folder,filename,level,heading,slug,parent_slug,description,size_bytes,modified_utc,tags,owners,status,contains_placeholder,links
.github/instructions,.github/instructions/markdown.instructions.md,h2,Standards by label (machine readable),standards-by-label-machine-readable,markdown-instruction-set-repostudios-repo,"Use this document whenever you create or edit Markdown inside the repo. It consolidates the actionable recommendations from the latest doc-index refresh and links you to the deeper standards so every file stays ingestible by humans,…",6599,2025-12-12T11:08:40.234439+00:00,,,,no,../../.repo_studios/docs/standards/global/std-global-markdown-authoring.md;../../.repo_studios/docs/standards/project/std-project-operating-standard.md;../../.repo_studios/docs/standards/global/std-global-python-engineering.md;../../.repo_studios/docs/standards/global/std-global-html-coding.md;../../.repo_studios/docs/standards/global/std-global-code-cleanup.md
.github/instructions,.github/instructions/markdown.instructions.md,h2,Where to go next (linked standards directory),where-to-go-next-linked-standards-directory,markdown-instruction-set-repostudios-repo,"Use this document whenever you create or edit Markdown inside the repo. It consolidates the actionable recommendations from the latest doc-index refresh and links you to the deeper standards so every file stays ingestible by humans,…",6599,2025-12-12T11:08:40.234439+00:00,,,,no,../../.repo_studios/docs/standards/global/std-global-markdown-authoring.md;../../.repo_studios/docs/standards/project/std-project-operating-standard.md;../../.repo_studios/docs/standards/global/std-global-python-engineering.md;../../.repo_studios/docs/standards/global/std-global-html-coding.md;../../.repo_studios/docs/standards/global/std-global-code-cleanup.md
.github/instructions,.github/instructions/markdown.instructions.md,h2,Agent callout block,agent-callout-block,markdown-instruction-set-repostudios-repo,"Use this document whenever you create or edit Markdown inside the repo. It consolidates the actionable recommendations from the latest doc-index refresh and links you to the deeper standards so every file stays ingestible by humans,…",6599,2025-12-12T11:08:40.234439+00:00,,,,no,../../.repo_studios/docs/standards/global/std-global-markdown-authoring.md;../../.repo_studios/docs/standards/project/std-project-operating-standard.md;../../.repo_studios/docs/standards/global/std-global-python-engineering.md;../../.repo_studios/docs/standards/global/std-global-html-coding.md;../../.repo_studios/docs/standards/global/std-global-code-cleanup.md
.github/instructions,.github/instructions/markdown.instructions.md,h2,Update log,update-log,markdown-instruction-set-repostudios-repo,"Use this document whenever you create or edit Markdown inside the repo. It consolidates the actionable recommendations from the latest doc-index refresh and links you to the deeper standards so every file stays ingestible by humans,…",6599,2025-12-12T11:08:40.234439+00:00,,,,no,../../.repo_studios/docs/standards/global/std-global-markdown-authoring.md;../../.repo_studios/docs/standards/project/std-project-operating-standard.md;../../.repo_studios/docs/standards/global/std-global-python-engineering.md;../../.repo_studios/docs/standards/global/std-global-html-coding.md;../../.repo_studios/docs/standards/global/std-global-code-cleanup.md
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h1,Pipeline Doc Tiering & Doc Index Usage,pipeline-doc-tiering-doc-index-usage,,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Mission,mission,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Tier definitions,tier-definitions,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Three-Layer Alignment Rules,three-layer-alignment-rules,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Tier Application Scenarios,tier-application-scenarios,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Doc index workflow,doc-index-workflow,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Checkbox report workflow,checkbox-report-workflow,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Telemetry hybrid alignment rule,telemetry-hybrid-alignment-rule,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Tier reciprocity checklist,tier-reciprocity-checklist,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Authoring checklist,authoring-checklist,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Quality gates,quality-gates,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/pipeline_doc_tiers.instructions.md,h2,Update log,update-log,pipeline-doc-tiering-doc-index-usage,coverage/status lookups before editing any pipeline Markdown. Keep their status boards synchronized with the Tier docs you touch.,10949,2025-12-12T11:08:45.962354+00:00,,,,yes,
.github/instructions,.github/instructions/tier_doc_operating_model.instructions.md,h1,Tier Doc Operating Model,tier-doc-operating-model,,"They summarize folder layout, telemetry links, and the status boards you must refresh after every Tier edit.",12010,2025-12-12T11:08:50.417410+00:00,,,,yes,
.github/instructions,.github/instructions/tier_doc_operating_model.instructions.md,h2,Mental Model,mental-model,tier-doc-operating-model,"They summarize folder layout, telemetry links, and the status boards you must refresh after every Tier edit.",12010,2025-12-12T11:08:50.417410+00:00,,,,yes,
.github/instructions,.github/instructions/tier_doc_operating_model.instructions.md,h2,Responsibilities per Tier,responsibilities-per-tier,tier-doc-operating-model,"They summarize folder layout, telemetry links, and the status boards you must refresh after every Tier edit.",12010,2025-12-12T11:08:50.417410+00:00,,,,yes,
.github/instructions,.github/instructions/tier_doc_operating_model.instructions.md,h2,Cross-Layer Refinement Pattern,cross-layer-refinement-pattern,tier-doc-operating-model,"They summarize folder layout, telemetry links, and the status boards you must refresh after every Tier edit.",12010,2025-12-12T11:08:50.417410+00:00,,,,yes,
.github/instructions,.github/instructions/tier_doc_operating_model.instructions.md,h2,Tier Usage Playbook,tier-usage-playbook,tier-doc-operating-model,"They summarize folder layout, telemetry links, and the status boards you must refresh after every Tier edit.",12010,2025-12-12T11:08:50.417410+00:00,,,,yes,
.github/instructions,.github/instructions/tier_doc_operating_model.instructions.md,h2,Authoring Guidelines,authoring-guidelines,tier-doc-operating-model,"They summarize folder layout, telemetry links, and the status boards you must refresh after every Tier edit.",12010,2025-12-12T11:08:50.417410+00:00,,,,yes,
.github/instructions,.github/instructions/tier_doc_operating_model.instructions.md,h2,Status & Task Hygiene,status-task-hygiene,tier-doc-operating-model,"They summarize folder layout, telemetry links, and the status boards you must refresh after every Tier edit.",12010,2025-12-12T11:08:50.417410+00:00,,,,yes,
.github/instructions,.github/instructions/tier_doc_operating_model.instructions.md,h2,Reciprocity checklist,reciprocity-checklist,tier-doc-operating-model,"They summarize folder layout, telemetry links, and the status boards you must refresh after every Tier edit.",12010,2025-12-12T11:08:50.417410+00:00,,,,yes,
.github/instructions,.github/instructions/tier_doc_operating_model.instructions.md,h2,Checkbox report expectations,checkbox-report-expectations,tier-doc-operating-model,"They summarize folder layout, telemetry links, and the status boards you must refresh after every Tier edit.",12010,2025-12-12T11:08:50.417410+00:00,,,,yes,
.github/instructions,.github/instructions/tier_doc_operating_model.instructions.md,h2,Review Expectations,review-expectations,tier-doc-operating-model,"They summarize folder layout, telemetry links, and the status boards you must refresh after every Tier edit.",12010,2025-12-12T11:08:50.417410+00:00,,,,yes,
.repo_studios,.repo_studios/README.md,h1,Repo Studios Automation Hub,repo-studios-automation-hub,,"This directory houses the automation runtime that keeps Repo Studios scripts, reports, and tests aligned. Every CLI under `.repo_studios/scripts/` follows the same `run(argv)` pattern so they can be imported safely in orchestrators, tests,…",5089,2025-12-08T11:01:02.374745+00:00,,,,no,
.repo_studios,.repo_studios/README.md,h2,What lives here,what-lives-here,repo-studios-automation-hub,"This directory houses the automation runtime that keeps Repo Studios scripts, reports, and tests aligned. Every CLI under `.repo_studios/scripts/` follows the same `run(argv)` pattern so they can be imported safely in orchestrators, tests,…",5089,2025-12-08T11:01:02.374745+00:00,,,,no,
.repo_studios,.repo_studios/README.md,h2,Primary entry points,primary-entry-points,repo-studios-automation-hub,"This directory houses the automation runtime that keeps Repo Studios scripts, reports, and tests aligned. Every CLI under `.repo_studios/scripts/` follows the same `run(argv)` pattern so they can be imported safely in orchestrators, tests,…",5089,2025-12-08T11:01:02.374745+00:00,,,,no,
.repo_studios,.repo_studios/README.md,h2,Working agreements,working-agreements,repo-studios-automation-hub,"This directory houses the automation runtime that keeps Repo Studios scripts, reports, and tests aligned. Every CLI under `.repo_studios/scripts/` follows the same `run(argv)` pattern so they can be imported safely in orchestrators, tests,…",5089,2025-12-08T11:01:02.374745+00:00,,,,no,
.repo_studios/agent_notes,.repo_studios/agent_notes/README.md,h1,Agent Notes Index,agent-notes-index,,"This workspace hosts timestamped YAML entries that capture substantive actions, discoveries, and decisions made by the coding agent. Treat it as a lightweight knowledge base that agents and developers can reference over time.",2205,2025-10-21T12:02:58.646317+00:00,,,,no,
.repo_studios/agent_notes,.repo_studios/agent_notes/README.md,h2,Folder Taxonomy,folder-taxonomy,agent-notes-index,"This workspace hosts timestamped YAML entries that capture substantive actions, discoveries, and decisions made by the coding agent. Treat it as a lightweight knowledge base that agents and developers can reference over time.",2205,2025-10-21T12:02:58.646317+00:00,,,,no,
.repo_studios/agent_notes,.repo_studios/agent_notes/README.md,h2,File Naming Convention,file-naming-convention,agent-notes-index,"This workspace hosts timestamped YAML entries that capture substantive actions, discoveries, and decisions made by the coding agent. Treat it as a lightweight knowledge base that agents and developers can reference over time.",2205,2025-10-21T12:02:58.646317+00:00,,,,no,
.repo_studios/agent_notes,.repo_studios/agent_notes/README.md,h2,YAML Structure,yaml-structure,agent-notes-index,"This workspace hosts timestamped YAML entries that capture substantive actions, discoveries, and decisions made by the coding agent. Treat it as a lightweight knowledge base that agents and developers can reference over time.",2205,2025-10-21T12:02:58.646317+00:00,,,,no,
.repo_studios/agent_notes/meta,.repo_studios/agent_notes/meta/phase1_foundation_review_2025-10-18_0138.md,h1,Phase 1 Foundation Review,phase-1-foundation-review,,,1869,2025-12-11T10:50:58.485331+00:00,,,,no,
.repo_studios/agent_notes/meta,.repo_studios/agent_notes/meta/phase1_foundation_review_2025-10-18_0138.md,h2,Context,context,phase-1-foundation-review,,1869,2025-12-11T10:50:58.485331+00:00,,,,no,
.repo_studios/agent_notes/meta,.repo_studios/agent_notes/meta/phase1_foundation_review_2025-10-18_0138.md,h2,Actions,actions,phase-1-foundation-review,,1869,2025-12-11T10:50:58.485331+00:00,,,,no,
.repo_studios/agent_notes/meta,.repo_studios/agent_notes/meta/phase1_foundation_review_2025-10-18_0138.md,h2,Outcomes,outcomes,phase-1-foundation-review,,1869,2025-12-11T10:50:58.485331+00:00,,,,no,
.repo_studios/agent_notes/meta,.repo_studios/agent_notes/meta/phase1_foundation_review_2025-10-18_0138.md,h2,Follow-up,follow-up,phase-1-foundation-review,,1869,2025-12-11T10:50:58.485331+00:00,,,,no,
.repo_studios,.repo_studios/alignment_protocol.md,h1,Alignment Protocol: AI & Developer Collaboration,alignment-protocol-ai-developer-collaboration,,"This document captures the working blueprint for collaborative cycles between the coding agent (GitHub Copilot) and the human developer. It is meant to stay lightweight, evolve over time, and provide repeatable guardrails for future…",4269,2025-10-21T14:59:31.821261+00:00,,,,no,
.repo_studios,.repo_studios/alignment_protocol.md,h2,1. Purpose & Principles,1-purpose-principles,alignment-protocol-ai-developer-collaboration,"This document captures the working blueprint for collaborative cycles between the coding agent (GitHub Copilot) and the human developer. It is meant to stay lightweight, evolve over time, and provide repeatable guardrails for future…",4269,2025-10-21T14:59:31.821261+00:00,,,,no,
.repo_studios,.repo_studios/alignment_protocol.md,h2,2. Audience,2-audience,alignment-protocol-ai-developer-collaboration,"This document captures the working blueprint for collaborative cycles between the coding agent (GitHub Copilot) and the human developer. It is meant to stay lightweight, evolve over time, and provide repeatable guardrails for future…",4269,2025-10-21T14:59:31.821261+00:00,,,,no,
.repo_studios,.repo_studios/alignment_protocol.md,h2,3. Collaboration Phases,3-collaboration-phases,alignment-protocol-ai-developer-collaboration,"This document captures the working blueprint for collaborative cycles between the coding agent (GitHub Copilot) and the human developer. It is meant to stay lightweight, evolve over time, and provide repeatable guardrails for future…",4269,2025-10-21T14:59:31.821261+00:00,,,,no,
.repo_studios,.repo_studios/alignment_protocol.md,h2,4. Artifacts & Record Keeping,4-artifacts-record-keeping,alignment-protocol-ai-developer-collaboration,"This document captures the working blueprint for collaborative cycles between the coding agent (GitHub Copilot) and the human developer. It is meant to stay lightweight, evolve over time, and provide repeatable guardrails for future…",4269,2025-10-21T14:59:31.821261+00:00,,,,no,
.repo_studios,.repo_studios/alignment_protocol.md,h2,5. Decision Logging,5-decision-logging,alignment-protocol-ai-developer-collaboration,"This document captures the working blueprint for collaborative cycles between the coding agent (GitHub Copilot) and the human developer. It is meant to stay lightweight, evolve over time, and provide repeatable guardrails for future…",4269,2025-10-21T14:59:31.821261+00:00,,,,no,
.repo_studios,.repo_studios/alignment_protocol.md,h2,6. Extending the Protocol,6-extending-the-protocol,alignment-protocol-ai-developer-collaboration,"This document captures the working blueprint for collaborative cycles between the coding agent (GitHub Copilot) and the human developer. It is meant to stay lightweight, evolve over time, and provide repeatable guardrails for future…",4269,2025-10-21T14:59:31.821261+00:00,,,,no,
.repo_studios,.repo_studios/alignment_protocol.md,h2,7. Open Items,7-open-items,alignment-protocol-ai-developer-collaboration,"This document captures the working blueprint for collaborative cycles between the coding agent (GitHub Copilot) and the human developer. It is meant to stay lightweight, evolve over time, and provide repeatable guardrails for future…",4269,2025-10-21T14:59:31.821261+00:00,,,,no,
.repo_studios/command_center,.repo_studios/command_center/README.md,h1,Library Integration Protocol,library-integration-protocol,,"Centralise duplicate-prone helpers in `.repo_studios/command_center/scripts/libraries/` so producers, summarisers, and orchestrators share the same implementation. This folder is a **staging area** until the canonical…",14925,2025-12-17T01:38:22.486199+00:00,,,,no,
